filename,language_code,transcription
common_voice_fr_19068160.wav,fr,it was said to vell confiarge to seve the curo blonch it bet te hour solt to te
common_voice_fr_19459253.wav,fr,the nordenaly fenifals are foqui irenot pecifical goup titoly
common_voice_fr_19761694.wav,fr,ode o riscal o nonidit it har
common_voice_fr_19681787.wav,fr,e o etin a mosco fatisisum te ar catory keep pomen
common_voice_fr_19602050.wav,fr,oballa lorda diclan sincofe jont nevele the na lad the proder antigta a poa
common_voice_fr_19621981.wav,fr,inten vic licolly one haf the woso pulabon the natoes occrita
common_voice_fr_18879473.wav,fr,in a solade tanede
common_voice_fr_19760103.wav,fr,lamodicru passi bale do roder o the hols a rushtoniloria
common_voice_fr_17367099.wav,fr,the mure
common_voice_fr_19967820.wav,fr,anisaphidip disian tude companion to ward be tafticommunised horsil
common_voice_fr_18425400.wav,fr,chemamus comminat at theat
common_voice_fr_19714420.wav,fr,setert sontichees in nor toido commasi her
common_voice_fr_20001070.wav,fr,injoy to depath with de passes
common_voice_fr_19601216.wav,fr,lizu fo somon he acacote somtonivar
common_voice_fr_19609901.wav,fr,ye sastalle don't oncomunitiv iasuas
common_voice_fr_19626047.wav,fr,sidcity huiplbrit genifomusia crewvalentarogilambot
common_voice_fr_17308505.wav,fr,musi chan is accost or softarmondo pointidatic
common_voice_fr_19679460.wav,fr,defet lipatyaseciasiv ve the memer pastinibavean ducaec
common_voice_fr_19322550.wav,fr,he inapo kan in e panaty have exa johns banovensburg
common_voice_fr_19752846.wav,fr,ecor dhe chandesa to legi classic ta apartual saing aten vido verin
common_voice_fr_19719034.wav,fr,labeses seculat
common_voice_fr_19729970.wav,fr,loskatohotov jess noma lived ju son smovarfulsofers to tonabisy
common_voice_fr_19120932.wav,fr,eis ticilizet to mebservesully prul
common_voice_fr_19647203.wav,fr,e oa taso maker silapan to sown sistiton all el moven
common_voice_fr_17864771.wav,fr,filolsetitigon como sadon
common_voice_fr_19813103.wav,fr,richilito de celsi e divatu  alphalite ge do to the rock oresium
common_voice_fr_18841968.wav,fr,e luede noo are mexide
common_voice_fr_18118485.wav,fr,whudilet tamishor are vilanoi
common_voice_fr_17740395.wav,fr,shamandequt hose katovaa suncast
common_voice_fr_18231971.wav,fr,comsury depressid amon i fors savo gonec hoses ar
common_voice_fr_19243061.wav,fr,elan baba blosh
common_voice_fr_19692535.wav,fr,lisaniaso therolter erotstanstomaderof focin
common_voice_fr_18358778.wav,fr,lodys mornar he leshon oison
common_voice_fr_19248037.wav,fr,sancle ank clip a fapaf kio tet will papticite be la compety young
common_voice_fr_19620644.wav,fr,yei cuspeli on the vexy marta hel do tattichnol podisites cod
common_voice_fr_17304842.wav,fr,portalimiti don't communital as it was abottle
common_voice_fr_19677984.wav,fr,immiaia is a lo combian alamochi sady
common_voice_fr_17312229.wav,fr,telladel betoco arocaryin ar was te vedishic
common_voice_fr_19739723.wav,fr,asa wat do her herm if youtacusit avot i one la
common_voice_fr_18049166.wav,fr,mesae citting
common_voice_fr_19755460.wav,fr,vosuulist non exhaustseve do setasonaditerogrup peperachivity
common_voice_fr_19125827.wav,fr,idi dive neu cumidia again mor shontail demanacrikof inasier
common_voice_fr_19593292.wav,fr,elisnacofic toi is ancontetion polo to do solaa
common_voice_fr_19873254.wav,fr,a vileya the pometes compoprisebo to nuclenan
common_voice_fr_19430184.wav,fr,redennia petitional erocontr cho awevoneth ven basedri sletitul
common_voice_fr_19231143.wav,fr,lucoin de la fovellof wa a de lopeal pinasesessondhe junage
common_voice_fr_18715476.wav,fr,avan twasily fonware
common_voice_fr_19286315.wav,fr,the trecorser himod near attensidi pofti udo es drecomplex
common_voice_fr_19651579.wav,fr,bo acamplo misi refunanis tood not asha wele on one they vote to teconty
common_voice_fr_19688772.wav,fr,he tocome on or set on a on thos to icali te gennoc
common_voice_fr_19870696.wav,fr,evealy pose itahamnewsit ism
common_voice_fr_19351673.wav,fr,a closhep cout on feparianbewar paren codon here
common_voice_fr_18936941.wav,fr,puscashi bay
common_voice_fr_18407230.wav,fr,anen hofted the drobebo te man  the tel
common_voice_fr_19444434.wav,fr,comand yfuse some parnol film dangin lemes
common_voice_fr_19688448.wav,fr,sat the banyad itertic to soft and isad
common_voice_fr_19708838.wav,fr,ti pilo desess wonly hos se getimitifo i hone lagofs
common_voice_fr_19642899.wav,fr,la this tovasildepentument ovider vi degito bian that effectry
common_voice_fr_18720139.wav,fr,sefrom in amave onosiir si damplas is long tom
common_voice_fr_17775316.wav,fr,blesrino sukofnef tossa vanasian
common_voice_fr_17375466.wav,fr,e set tod hosety teansonity
common_voice_fr_19648317.wav,fr,revi metesticute asupe e coien fall
common_voice_fr_19388498.wav,fr,tebodo in a ayago moderin o wuval co suna penesre du gower
common_voice_fr_19657155.wav,fr,galci de footto sulasy dinu
common_voice_fr_19659527.wav,fr,not agonis to concipile ariginal and gal
common_voice_fr_19666121.wav,fr,leculel delosiangia
common_voice_fr_19598541.wav,fr,tes walther seler itcle a histalk abalaga
common_voice_fr_18950361.wav,fr,ovis prisinon itidnt also son
common_voice_fr_19653677.wav,fr,fondut ly ponginicaly
common_voice_fr_19946050.wav,fr,nicomevelofe uviantemoise evalyes ire recipton
common_voice_fr_19192017.wav,fr,i persin af amily pus puitinlescialchmonod
common_voice_fr_18475036.wav,fr,bellovalr rugevolura lomor arreduticato no apposili
common_voice_fr_17452774.wav,fr,sutia
common_voice_fr_19676781.wav,fr,hlonen tange up ever to the zeohe levin stravar silep amit
common_voice_fr_17315486.wav,fr,at topesonal trivecresiv coblishonden won
common_voice_fr_19682248.wav,fr,it sritidita ona harby of horsi a resared isicuitye
common_voice_fr_19771420.wav,fr,he serjet tholiton te bay
common_voice_fr_19736816.wav,fr,listena di shona schooltomasus a vetedesi
common_voice_fr_18984868.wav,fr,foto etic of mamalade
common_voice_fr_18053371.wav,fr,defe peopless wo sound o the ratabin
common_voice_fr_18073097.wav,fr,canton
common_voice_fr_19223114.wav,fr,evo sut whove gan to peomplan miio u nogalosivira kia declati
common_voice_fr_18826625.wav,fr,ie bathion oiam ha peti
common_voice_fr_19671864.wav,fr,is bastod landen hon ege mineur
common_voice_fr_19227897.wav,fr,elebe jucnot issiky
common_voice_fr_19603858.wav,fr,as webescueovis
common_voice_fr_19604479.wav,fr,wal bean egod idindit ulis on the othe restemerica
common_voice_fr_19425382.wav,fr,exist tis in for merrucusiporm exist cuss
common_voice_fr_19759970.wav,fr,at elexor fum dukatsho cak angil e elip us the jeff jarret
common_voice_fr_19458843.wav,fr,wither am visiconcis somepatos bol muscon nesmine god i is onefolgatous cast hecom
common_voice_fr_17697210.wav,fr,set on amenda more ed exenen
common_voice_fr_19954496.wav,fr,satatatigition canis beiaca conper
common_voice_fr_18719337.wav,fr,also an a bun
common_voice_fr_19864475.wav,fr,it a companied put dackasiom whou undogim tongie
common_voice_fr_19830080.wav,fr,to the setfassel reshop bito om pysibl radonty semnar
common_voice_fr_19251079.wav,fr,confihaton orlegies
common_voice_fr_19642694.wav,fr,us said hoo she's oleci ded wat son da sit go an
common_voice_fr_17826078.wav,fr,he povision  a om deserve
common_voice_fr_19893237.wav,fr,it is on aloswo neal zin bricetfy ki existed auto wan osete
common_voice_fr_19409161.wav,fr,akiteck papisiand yushin prelacki techwolane lasser for linet hodever to newvashato
common_voice_fr_19526885.wav,fr,his onle difaple then a but i 
common_voice_fr_20020474.wav,fr,now i ne not uncle jeni of aniseloco
common_voice_fr_19778582.wav,fr,it evesia padul na povent the partu ortiscan
common_voice_fr_18331269.wav,fr,ep of donconotala her coatalidei
common_voice_fr_19634240.wav,fr,pitis beg in neny offloid
common_voice_fr_19727558.wav,fr,ever tha ofte coseclate adiu enicfia safancitics peluts
common_voice_fr_19675313.wav,fr,sicon edin avarin basasix pety commonade hosomarcritomnao han
common_voice_fr_19730782.wav,fr,talenien oforminicubary etetericrshi
common_voice_fr_18137319.wav,fr,dunelala
common_voice_fr_19645544.wav,fr,omiliu to ledisiny olnot hod ritinisial ar air poloda section
common_voice_fr_19870516.wav,fr,litybulaly desen nother you the publiasatender
common_voice_fr_19736306.wav,fr,aidution se commicaintry anasadinli
common_voice_fr_18408483.wav,fr,bill novry taketo the nes ipisamwade war
common_voice_fr_18169809.wav,fr,the pasiam espas a sim concerne people ticule hamo lis on bestistia astecution lal
common_voice_fr_17774802.wav,fr,ol pommet aitbit
common_voice_fr_19615205.wav,fr,elivera darlakin poficial and e sevi nattaldissa
common_voice_fr_17935322.wav,fr,istion is soip a ogugadimacasha
common_voice_fr_18855581.wav,fr,seneveraphort seselgitonoviro
common_voice_fr_19720695.wav,fr,a wol be somtega he of thes i te my sec potis a femy
common_voice_fr_18963851.wav,fr,usen canunemer mis bescon back to evin do air sit at ze wer film mayboy
common_voice_fr_19680053.wav,fr,leceticalar meted istorugasic the willan dite
common_voice_fr_19317316.wav,fr,among e dust is shuen e riflicultory potonkov hasdicela
common_voice_fr_19625463.wav,fr,ielo cav redecrate mo
common_voice_fr_19514572.wav,fr,lecovone the highgo popa tebofshade de frisia depel aga
common_voice_fr_18065128.wav,fr,alude duvenove tompnif meetic gat husons wes sont frorsilo
common_voice_fr_18054845.wav,fr,at the neckley adrofego arbesh was a mome totevy
common_voice_fr_19120694.wav,fr,lise that la at archod liber de comper fal down a colonge main
common_voice_fr_18896162.wav,fr,asada maha anta ional gandama man hoppaty anava men thizemani
common_voice_fr_19971240.wav,fr,i ocalo a fondinasanallevi deple wo the putedosombaty
common_voice_fr_19750986.wav,fr,ha cot go head to eat is vidider
common_voice_fr_19628932.wav,fr,in addicuver in econvilacyr pora n a for irbout
common_voice_fr_17790170.wav,fr,the ovidablono swessomthingoms ses of sondis sanyiadozain
common_voice_fr_18102477.wav,fr,no one a er gefted a ther
common_voice_fr_19855654.wav,fr,inforatom with othe etohes eheansotiving
common_voice_fr_19613634.wav,fr,it idalivilpovippusistumi reviandetrita oprasomshal bovisiom
common_voice_fr_18043858.wav,fr,waseth ban hav agnisemhan
common_voice_fr_19663984.wav,fr,defeat a cres son is e kibtipatrido desisol distingy
common_voice_fr_18949920.wav,fr,twosiours i met donilecel the leadifity
common_voice_fr_19738541.wav,fr,revia do isitinacommun
common_voice_fr_19421291.wav,fr,to prehedypopo demarcicate or momore orgenipear at hagasis actulita etaler
common_voice_fr_19950191.wav,fr,numone do consh a roconshdro a barity of excllicean o amerita
common_voice_fr_19047623.wav,fr,saten ama abas to shu love finnal ton te good det heo poftrynapiletionfic teva
common_voice_fr_19727175.wav,fr,supotic getiotic ofstritehomany pisa for coi shat to shio
common_voice_fr_17715767.wav,fr, moseriaics omede sa wisure
common_voice_fr_17410386.wav,fr,two disenotet
common_voice_fr_17862643.wav,fr,cuthif iv will among moma than glefe no remantia
common_voice_fr_19731887.wav,fr,he deapoc who affair micall criva
common_voice_fr_19400055.wav,fr,epiddon trutolo po ben excamity
common_voice_fr_19854106.wav,fr,boden vititaf riondolipe
common_voice_fr_19860208.wav,fr,she intelntfolly eclose anol everal fors
common_voice_fr_17943766.wav,fr,metidishoppinga reported lack
common_voice_fr_20021411.wav,fr,he wercles eve thevinion a pomiendo setnovel air
common_voice_fr_19600518.wav,fr,eogenalediction regelrat in the religion
common_voice_fr_19757367.wav,fr,a sotaciti cocitisso trafe ded over to an 
common_voice_fr_19206171.wav,fr,i conel son crips colar ahai p anegi
common_voice_fr_19600868.wav,fr,his from tachesic ocovigia isi fastmal t per a copoftol
common_voice_fr_19442383.wav,fr,the reme disacual ga divite posisiousta
common_voice_fr_19645277.wav,fr,tot lacotibition the copiativy that iteso a wanda nitisian
common_voice_fr_18064308.wav,fr,tratan the horogay
common_voice_fr_18195654.wav,fr,whulabofs are hop to ye
common_voice_fr_18060782.wav,fr,in ne repast with the pregel
common_voice_fr_19747579.wav,fr,book es moitetebly dommitshare
common_voice_fr_19732673.wav,fr,osca iiden view sortn isoed
common_voice_fr_18637592.wav,fr,no besh insosimitianecristitin
common_voice_fr_17788074.wav,fr,alia may recalo lesion jonso osef
common_voice_fr_19649776.wav,fr,set ovo esionsnik son pabotu novendic tu geni to now editio
common_voice_fr_19736821.wav,fr,citispicitonlymidralijumly mout peo
common_voice_fr_17958759.wav,fr,  coumoli di the te mobl rife etee
common_voice_fr_19158006.wav,fr,govefi onte millegan nootwinno heranaroite absolution feet againma
common_voice_fr_19670337.wav,fr,lamove mabasi and nasaso man dalo valdaman apes depa imanual bella
common_voice_fr_19279521.wav,fr,nevrybody on pen wen alia
common_voice_fr_19965903.wav,fr,fontalsu onicad koper aoi
common_voice_fr_19754405.wav,fr,thisicovity venevessinde felow min pole man ben hiseal dis passol inni etna
common_voice_fr_19663412.wav,fr,is succend that arar ociselive on busry
common_voice_fr_19607853.wav,fr,and get wenick con ye coden to sun ro bor the sono
common_voice_fr_19166298.wav,fr,this rtissomething an more fon eopo crev besimatizis a honefholatico
common_voice_fr_17682795.wav,fr,in de gigeas
common_voice_fr_18526604.wav,fr,evenotemporpariy metworer on metam molan prescussh the capen
common_voice_fr_18476924.wav,fr,tenotend of epoitige
common_voice_fr_19757016.wav,fr,aselmmilev judisidolevel
common_voice_fr_19154860.wav,fr,focus toited an bow tecasa
common_voice_fr_19755858.wav,fr,ia hilar cadenilan arbolis cre deprotol
common_voice_fr_19664457.wav,fr,seftins is bas diva do gon poffender
common_voice_fr_19860457.wav,fr,al of all ship pa also measurei tepema lerveladejanathan davis
common_voice_fr_19604317.wav,fr,acatas solosalode liise afselet amon the seconete hoden foto ter
common_voice_fr_19971884.wav,fr,aba mrob dries a son
common_voice_fr_18815378.wav,fr,contin quise  wir nes one can ume tegen cistitry a galde
common_voice_fr_19659322.wav,fr,i ris id two scolmititys who we dupond
common_voice_fr_20003528.wav,fr,the seldiste refers is a cel demachine
common_voice_fr_19603718.wav,fr,sity ton u ditish indiviniant ponisan is ton te fara
common_voice_fr_19950049.wav,fr,jenichedly  the oniten yetatalo hoatiticata gemocrop
common_voice_fr_19906845.wav,fr,he ofvorseed evise depesson
common_voice_fr_18043849.wav,fr,lancor simpollimdelaig itemonsans
common_voice_fr_19997316.wav,fr,in perses armor dosan osis es the matrasyo makeco du repea wa
common_voice_fr_19704760.wav,fr,yetloprin i deiadesy withnev me ver drack aro will te ord
common_voice_fr_18133292.wav,fr,atekmor
common_voice_fr_19597578.wav,fr,somnon iralong it on senuma oshon hate nombers e for buason ister
common_voice_fr_19680861.wav,fr,you now is she her ap or no ways wo de sar pet up wor she do kite
common_voice_fr_19186448.wav,fr,digiomal atte onicagean i new benapats wagani sit ea christip from the low arage
common_voice_fr_17986585.wav,fr,whatnoen esoned hi ah ru
common_voice_fr_19424558.wav,fr,hideclason hos
common_voice_fr_19363037.wav,fr,pi galdo medicawo enrefus evien cirint a coto menkil
common_voice_fr_19483966.wav,fr,cokamo shinomal sipaticul socopet onderocadisic tupundry const
common_voice_fr_18524231.wav,fr,com of it prooprocatisiritional coin supportes
common_voice_fr_19761616.wav,fr,a bit of the rakita wokis antodera agristicnatureaistity on topporitin
common_voice_fr_17300492.wav,fr,boo compossesaloges riscare ladwate ho leladed
common_voice_fr_19657794.wav,fr,he developd the notal ratemo measure idet
common_voice_fr_19319805.wav,fr,the coridedofman he used o distress maginel wixk tim
common_voice_fr_19424683.wav,fr,hi sometig or crubun or aconology to dogan bold
common_voice_fr_17358490.wav,fr,yo suge ye si
common_voice_fr_19942694.wav,fr,loiyo itata ihaled on a conful e viue shore woar erau unity
common_voice_fr_19625610.wav,fr,helated year ali pus e paty modiano dolynike zefis
common_voice_fr_17930332.wav,fr,sunhut rushan y kathwolin calsmus wastle gownt bexel
common_voice_fr_19378608.wav,fr,it sebit an is omon te loi diressent cengineas i
common_voice_fr_18422642.wav,fr,an pwas imco
common_voice_fr_17330411.wav,fr,usilabook wodot ocaiond wis explaimet
common_voice_fr_17589782.wav,fr,vifipaple of his
common_voice_fr_19772405.wav,fr,latania actige miduesru consist as u pripaye ponifinal
common_voice_fr_20005698.wav,fr,al wenne on the ceconvisit te a descent
common_voice_fr_19675928.wav,fr,refetasef as hister shore ficry cleod ar fabelni
common_voice_fr_18335879.wav,fr,zantianbrvaljeonreson constant munishatol
common_voice_fr_19759266.wav,fr,and this indued the napresonarpiari inter ave exe contmyton
common_voice_fr_19562235.wav,fr,thi suppordoa bocagenahert in cools se canea her poition ella
common_voice_fr_18938150.wav,fr,befyqu povcotelo annon oungas rukoba
common_voice_fr_19322549.wav,fr,ye itat wound as shima armstrong companis ove the versiny denisa se a masan
common_voice_fr_18898943.wav,fr,ho she hos wethom cer for himoea oliper had a rebl
common_voice_fr_19955954.wav,fr,it ye di to maic eexadet repor
common_voice_fr_18970712.wav,fr,evied a new idaania aurecat
common_voice_fr_19803212.wav,fr,rucha to itactual mossulicot hold the linglash arritage
common_voice_fr_19504247.wav,fr,thi sap pofancy ewintry golicable to myojic
common_voice_fr_19675871.wav,fr,naldesolsavismani ther hagganabla e ho complet hosis casco
common_voice_fr_18506135.wav,fr,hoteviton fet ont hypalapocuden of e passishiki
common_voice_fr_19444736.wav,fr,yorhosrite dona cok ditia hada onten chekef demusqu
common_voice_fr_18152709.wav,fr,madame corbwar whindevers jrawner arlook
common_voice_fr_18898904.wav,fr,semahave been feded of onton
common_voice_fr_19756308.wav,fr,rueportela cotes nowben bele movi adeatine
common_voice_fr_19631664.wav,fr,soetins or man somer toonience asemidat
common_voice_fr_18859269.wav,fr,ojulu analu
common_voice_fr_19755772.wav,fr,then nela ishored pagianatuauciousser t hasoodvo pe we di tan era
common_voice_fr_19632262.wav,fr,an idental reta awatum
common_voice_fr_18051442.wav,fr,s sinnero
common_voice_fr_17741957.wav,fr,a boen wil a oun follo biticovaa
common_voice_fr_20002597.wav,fr,ito go boyt tron little tonnel named
common_voice_fr_20044973.wav,fr,sahas povoke in folt contovese innuvel ecin let dexcus
common_voice_fr_19716281.wav,fr,misy surgy cedocape a faunticidual ne
common_voice_fr_18272576.wav,fr,dose we shar oshe ca cuar zemozi was thevol loki ofane
common_voice_fr_18958917.wav,fr,icluaba caries ror conitionan roquestirat omlibetyin comnigative astuture beman ony
common_voice_fr_19687801.wav,fr,the disi ky danes is stop in isavason of tegalmocoposive bally on just ti pack
common_voice_fr_17311361.wav,fr,set ack wonha cano bason adeg nuconsitualu
common_voice_fr_19642421.wav,fr,sticky a tha gor rinivexcite te clamesen i alemenmo kidsu licki dorinuresiti
common_voice_fr_19653259.wav,fr,if yitan go poctin you salt a wostion a shobe ood
common_voice_fr_19521018.wav,fr,captron coffrom the earoivership tequival conogans is of socretcatamplicat oeffair
common_voice_fr_19773032.wav,fr,tho sovegima roto the shousitise a biramo porise towita mulita
common_voice_fr_19755914.wav,fr,reemali shop keptua maloppin monghossia panim
common_voice_fr_19235853.wav,fr,salars my ther own to telytad the mis and evidreala
common_voice_fr_20019342.wav,fr,floa mounts tebottedrevlomasthon te derasphowalts
common_voice_fr_19875888.wav,fr,senmisikagante is zen it neti
common_voice_fr_19808819.wav,fr,the yat continua miss devished asid valtano
common_voice_fr_18873786.wav,fr,boody her i to who plese ponanvon
common_voice_fr_19675675.wav,fr,supomeazer wokituality custituated pasinarge sho fond a basars icorowi
common_voice_fr_19644335.wav,fr,sai thispasi numa olunode chrischan federic rikin
common_voice_fr_19078021.wav,fr,di adie amassinacate resin ae politily vison politanic
common_voice_fr_18077413.wav,fr,colate lary pols the folk tage povayfair assay and on donters supress of
common_voice_fr_19441679.wav,fr,donoco bafkimu moterm atplasin maket dula to been necontinentan
common_voice_fr_19686333.wav,fr,theclubicanship win colthe ots o dis osedi ponetool the competes stu
common_voice_fr_19913811.wav,fr,solval pas a good onwell
common_voice_fr_20021016.wav,fr,luko opve owar wat
common_voice_fr_19763231.wav,fr,order velid o newon dis das sop down malke tadi dip prefreconpty
common_voice_fr_19622236.wav,fr,you hooped ishapby a ho creek and the laivy
common_voice_fr_19621984.wav,fr,insidi wolt tofual anoys were on a foundly donalan ofte lonilat
common_voice_fr_19287820.wav,fr,feol prisontanesper ae sensfullit
common_voice_fr_19279554.wav,fr,the pat of is ownder shacande se an talhnocita
common_voice_fr_18533601.wav,fr,leus de ve began dey demohan huba ba
common_voice_fr_20041884.wav,fr,a te cemer them te ido temer nofamly ber won
common_voice_fr_19667070.wav,fr,as it did distiny alsovolic a govol
common_voice_fr_19955859.wav,fr,shenitake a mus appe the disecuris real
common_voice_fr_19706015.wav,fr,the newvel zari deke o fi to belt the polapracit senragistade cairl
common_voice_fr_18934166.wav,fr,the tag amont of it wol de modiancontion delow ationship posited a disinatesm
common_voice_fr_18172842.wav,fr,the remans a some pol n polujar s sered away in the idavi a
common_voice_fr_19305212.wav,fr,si santali twile se truve plan the pun bas sonar ti cu to de patamon
common_voice_fr_19839815.wav,fr,lessisamitap idunuofabo hadros picter read i
common_voice_fr_17338691.wav,fr,lifer you opity uncasy defry anpesy
common_voice_fr_19181846.wav,fr,pretty socia taloly puse solo acritieve
common_voice_fr_19668538.wav,fr,leminational lachatictur haterearecomtiat agart olons
common_voice_fr_19414468.wav,fr,e sas you did a sycumedi shown the shop you knotas yeu do goty
common_voice_fr_19673612.wav,fr,sot bara doligionate rohanzana is amaredly as somte fimia thas poant
common_voice_fr_19597743.wav,fr,arlfacln lando field mounthermen school an pencilona dono massachusetets
common_voice_fr_20009817.wav,fr, i kiks was a opling nay as some hispecial di to goboug apo
common_voice_fr_18166450.wav,fr,to averesongama elipaclarleatigue pogadom wasta
common_voice_fr_17792088.wav,fr,gesigena difan organis contile liban
common_voice_fr_19277827.wav,fr,these wi ave cheero disitars repariors son tone the grap
common_voice_fr_19096484.wav,fr,ledocariti tepa e hajabatte caa dr being glanda
common_voice_fr_18023371.wav,fr,doeless s soult taotsis shuma the quisinia catova deset som disnerh a used to
common_voice_fr_19625282.wav,fr,nitten to cues e civil no ineminate ioderafhes do
common_voice_fr_19075596.wav,fr,so that to it din whatd ite pa ha performed opponition alependema
common_voice_fr_19947312.wav,fr,napciv e unrees aslen paiencina
common_voice_fr_19756359.wav,fr,eevite presen septin declyn batosy iganran medolava sandaner
common_voice_fr_18670497.wav,fr,sepgress on colohong sonconselvator a bermiar curages an distate
common_voice_fr_18073409.wav,fr,ever new belnoppuare cato on omila nes socket cologes subt oi
common_voice_fr_19578689.wav,fr,itelive i egunian ugiptivity or pesisev
common_voice_fr_19607741.wav,fr,altoelene tecer foctionno wiu ineste her finish stalion met
common_voice_fr_19601900.wav,fr,ene did is lettically tados objecy have becare soft swing a prestol is wele
common_voice_fr_19639830.wav,fr,physpiball bet use and not lite jiahom it is afan apiena
common_voice_fr_18062601.wav,fr,foloder's on re exahus
common_voice_fr_19759131.wav,fr,lacomnity commindo ocasian nonewa alisonsiasion acoshine
common_voice_fr_19736024.wav,fr,the sinle tuff tro horla towti coular
common_voice_fr_17782492.wav,fr,in ceveral sihile dos more veveile nostrulavi detianlait
common_voice_fr_19717997.wav,fr,an soo the citi niva the no saa the cruis
common_voice_fr_19855650.wav,fr,uyow caritashoenteration
common_voice_fr_19995985.wav,fr,tresiupin tetash a devivige was i metalh ves is envy
common_voice_fr_19520281.wav,fr,about the ity ocanisi to dison
common_voice_fr_19702848.wav,fr,nocledon betos bubad ege iveygo
common_voice_fr_19614383.wav,fr,the sempr happiledomo is mordicuidery
common_voice_fr_19818190.wav,fr,a livigieclapperlitily furnacil cisineir plynacido
common_voice_fr_19980124.wav,fr,arry tetor  tretor someton justereoisome
common_voice_fr_17602503.wav,fr, wes i
common_voice_fr_19556512.wav,fr,incatosexcely hi shi provaed avy in forshes a baticeposu affocaby
common_voice_fr_19132520.wav,fr,ison de olpan ontenac sit
common_voice_fr_19716296.wav,fr,afte onco mas alsos ere togo  presofiasis oman
common_voice_fr_19255483.wav,fr,o pusition to thegatest roon colmospala paris true shistre oven oitno
common_voice_fr_19964958.wav,fr,apes amo tarbofoiof
common_voice_fr_19789032.wav,fr,isona ma niria
common_voice_fr_19655152.wav,fr,theyaa leviagevile qual de be pansish priskinotious
common_voice_fr_17916453.wav,fr,it fevord a conciniamal cattls
common_voice_fr_19953391.wav,fr,sympatitious attisibel and atemport durding mea ab dev cander
common_voice_fr_19642543.wav,fr,sil have  soa hatahe assabbi te fessol bafet i fasan sidan is fuinier
common_voice_fr_18208389.wav,fr,kenivotwin noi to pefally
common_voice_fr_19616523.wav,fr,jabatistopil star an ticicupiaska sinifi otar ebers
common_voice_fr_19686733.wav,fr,eli sonsi ocriv u li ewas pottinclebe
common_voice_fr_18272803.wav,fr,in the asi bemue enine anporba
common_voice_fr_19025382.wav,fr,he prepli go motilivclaving
common_voice_fr_20043723.wav,fr,osepe haondof cilon at sharidroket
common_voice_fr_19728772.wav,fr,alone elasechi a mass
common_voice_fr_19752385.wav,fr,an cl poplicatemal is masica sown doon oro onthe prish ulinia
common_voice_fr_19756983.wav,fr,o fit in a opicuidita gesto to ofepte resor lactimenage
common_voice_fr_19633073.wav,fr,sone pose ofgendution with a rember hol suda timo sodenaly oki
common_voice_fr_19701506.wav,fr,miser tend it all itrue that dos odil alamer of i ing falt abals hat astape
common_voice_fr_19601745.wav,fr,nei wolker some plesy ofecciptu te pomes o the holehorderly many ti
common_voice_fr_18958993.wav,fr,nukottondonguram west sucoposing afactual lacolumi long lemer
common_voice_fr_19490013.wav,fr,ti son envay also ne bethted the mana explosade oatetuden
common_voice_fr_19972555.wav,fr,egister ar atculatially brouht e bot
common_voice_fr_19675000.wav,fr,it it ded leg alo havher doezidos osompaganitage
common_voice_fr_19649925.wav,fr,lonapicnut ware eticratioptinon os
common_voice_fr_19703203.wav,fr,his ashof thecto gavel o vunfishure hilvan clans on aminatin as
common_voice_fr_19096520.wav,fr,re holsing olovorshe gani the pristincal etolaloga drivanca
common_voice_fr_20020206.wav,fr,hessa repoininal
common_voice_fr_19169516.wav,fr,some he skedmobenet letebia attiquutors tume
common_voice_fr_17861609.wav,fr,in foobaticited expeculanstan nereditiony
common_voice_fr_19022336.wav,fr,edeneetalte caia donami
common_voice_fr_19675987.wav,fr,sononie youndeligion kidwedes wish e
common_voice_fr_19917540.wav,fr,into viance repomihaki tomestira a hobotel coco
common_voice_fr_19550564.wav,fr,kenbou resamon kent cal
common_voice_fr_19966786.wav,fr,a long cleasid loonse sildific
common_voice_fr_18480267.wav,fr,the elemit
common_voice_fr_19472955.wav,fr,it atonte ina y foumd te racove wayana polon for jande gocianal
common_voice_fr_19824994.wav,fr,a lutalacy ovi semaginal recomtheodi
common_voice_fr_18909692.wav,fr,tnin clubi an wet abane
common_voice_fr_19708971.wav,fr,he connosinat tas to took to her estaye in a save
common_voice_fr_19877938.wav,fr,inititis of specialist bulapatefisit
common_voice_fr_17965265.wav,fr,lecrismomo nohidon she do hioduranweseses
common_voice_fr_19421315.wav,fr,filez dogi to her medita ana
common_voice_fr_17306038.wav,fr,semela poo pevuly on serotoncrares ople
common_voice_fr_19600964.wav,fr,in avidor differeted rever bress u racinatial sit dofor calke
common_voice_fr_19227945.wav,fr,nebe as ensed sestry ilegina athe vidan daca
common_voice_fr_18681871.wav,fr,retomertian cuickman and a wo
common_voice_fr_17641695.wav,fr,we should vesi esedle culta sansols ar som dis upse seie
common_voice_fr_19600872.wav,fr,a lagen shugafhis du e e in a didy
common_voice_fr_19648597.wav,fr,an i cred te poem ediptiom
common_voice_fr_19333845.wav,fr,zenopusania sutamode nosi wosami topil dhe lacles as stored
common_voice_fr_19730195.wav,fr,loho badless to delapapahi allayaro
common_voice_fr_19650699.wav,fr,nippe if a nec on to her apewat
common_voice_fr_19622189.wav,fr,chekun di cathra six soli kly bena e deriga pa hav is presidof
common_voice_fr_19503672.wav,fr,do it was esicltion fe vole out a phusice in a gutin as a ar orish
common_voice_fr_19193512.wav,fr,may ansra lokhere immediy lit overdoli beha lond to lots
